"","Operator","Type","NumberOfCrashes"
"2695","Military - Royal Air Force","Lockheed C-130K Hercules",1
"2696","Military - Royal Air Force","Lockheed Hercules C.1",1
"2697","Military - Royal Air Force","Lockheed Hudson",1
"2698","Military - Royal Air Force","Short Stirling IV",1
"2699","Military - Royal Air Force","Short Sunderland",1
"2700","Military - Royal Air Force","Short Sunderland (flying boat)",1
"2701","Military - Royal Air Force","Vickers Valetta C-1",1
"2702","Military - Royal Air Force","Vickers Valetta T-3",1
"2703","Military - Royal Airship Works","Royal Airship Works ZR-2 (airship)",1
"2704","Military - Royal Australian Air Force","",1
"2705","Military - Royal Australian Air Force","Consolidated Liberator",1
"2706","Military - Royal Australian Air Force","de Havilland Canada DHC-4 Caribou",1
"2707","Military - Royal Australian Air Force","Douglas C-47-DL",1
"2708","Military - Royal Australian Air Force","Douglas C-47 Dakota-DK",1
"2709","Military - Royal Australian Air Force","Douglas C-47A",1
"2710","Military - Royal Australian Air Force","Douglas C-47B",1
"2711","Military - Royal Australian Air Force","Douglas C-47B-5-DK",1
"2712","Military - Royal Australian Air Force","Lockheed Hudson",2
"2713","Military - Royal Australian Air Force","Lockheed Hudson A16-97",1
"2714","Military - Royal Belgian Air Force","Fairchild C-119",1
"2715","Military - Royal Belgian Air Force","Fairchild C-119G",1
"2716","Military - Royal British Navy","Vickers Wellington bomber",1
"2717","Military - Royal British Navy","Westland Sea King HC-4 (helicopter)",1
"2718","Military - Royal Canadian Air Force","Canadair CP-107 MK-2",1
"2719","Military - Royal Canadian Air Force","CF-100 Mark V",1
"2720","Military - Royal Canadian Air Force","Consolidated B-24",1
"2721","Military - Royal Canadian Air Force","Consolidated Canso (amphibian)",1
"2722","Military - Royal Canadian Air Force","Douglas C-47A Dakota",1
"2723","Military - Royal Canadian Air Force","Lockheed CC-130E",1
"2724","Military - Royal HelleniAir Force","Douglas C-47",1
"2725","Military - Royal Indian Air Force","",1
"2726","Military - Royal Indian Air Force","Douglas C-47B",1
"2727","Military - Royal Jordanian Air Force","CASA 212-A3 Aviocar 100",1
"2728","Military - Royal Jordanian Air Force","Lockheed C-130H Hercules",1
"2729","Military - Royal Lao Air Force","Douglas C-47",1
"2730","Military - Royal Lesotho Defence Force","Casa 212 Aviocar",1
"2731","Military - Royal Nepalese Air Force","Douglas C-47",1
"2732","Military - Royal Nepalese Air Force","Short SC7- Skyvan",1
"2733","Military - Royal Netherlands East Indies Air Force","C-47 Dakota DT-941",1
"2734","Military - Royal Netherlands Naval Air Service","Fairey Firefly MK1",1
"2735","Military - Royal Norwegian Air Force","de Havilland Canada DHC-6 Twin Otter 100",1
"2736","Military - Royal Saudi Air Force","Lockheed C-130E",1
"2737","Military - Royal Saudi Air Force","Lockheed C-130H",1
"2738","Military - Royal Thai Air Force","Bell Huey UH-1H",1
"2739","Military - Royal Thai Air Force","Douglas C-47",1
"2740","Military - Royal Thai Air Force","Douglas C-47A",1
"2741","Military - Royal Thai Air Force","Douglas DC-4",1
"2742","Military - Royal Thai Air Force","Fairchild C-123K",1
"2743","Military - Russian","Mi 8",1
"2744","Military - Russian Air Force","Antonov 12MGA",1
"2745","Military - Russian Air Force","Antonov AN-12",3
"2746","Military - Russian Air Force","Antonov AN-124-100",1
"2747","Military - Russian Air Force","Antonov AN-12V",1
"2748","Military - Russian Air Force","Antonov AN-22",1
"2749","Military - Russian Air Force","Antonov AN-22A",1
"2750","Military - Russian Air Force","Ilyushin IL-18D",1
"2751","Military - Russian Air Force","Ilyushin IL-76MD",2
"2752","Military - Russian Air Force","MiG-15 UTI",1
"2753","Military - Russian Air Force","Mil Mi-26",1
"2754","Military - Russian Air Force","Mil Mi 8T (helicopter)",1
"2755","Military - Russian Air Force / Military - Russian Air Force","Ilyushin IL-76 / Mi-8 (helicopter)",1
"2756","Military - Russian Air Force/Uzbekistan Airways","Antonov An-2",1
"2757","Military - Russian Army","Mi-8 helicopter",1
"2758","Military - Russian Navy","Antonov AN-26",1
"2759","Military - Russian, cargo","Ilyushin IL- 76TD",1
"2760","Military - Salvadoran Air Force","Bell UH-1H / Bell UH-1H",1
"2761","Military - Salvadorian Air Force","Fairchild C123K",1
"2762","Military - Servicio Aereo Nacional","Bell UN-1N Huey",1
"2763","Military - Slovak Air Force","Antonov AN-24V",1
"2764","Military - South African Air Force","Avro Shackleton MR3",1
"2765","Military - South African Air Force","Douglas C-47",1
"2766","Military - South African Air Force","Hawker Siddeley HS 125-400B (3)",1
"2767","Military - Soviet Air Force","Antonov AN-12",3
"2768","Military - Soviet Air Force","Antonov AN-12V",1
"2769","Military - Soviet Air Force","Antonov AN-22",1
"2770","Military - Soviet Air Force","Antonov An-24",1
"2771","Military - Soviet Air Force","Antonov AN-26",1
"2772","Military - Soviet Air Force","Ilyushin IL-18",1
"2773","Military - Soviet Air Force","Mil Mi-8 (helicopter)",1
"2774","Military - Soviet Navy","Tupolev TU-104A",1
"2775","Military - Spanish Air Force","CASA 212-S1 Aviocar 100",1
"2776","Military - Spanish Air Force","Douglas C-54E",1
"2777","Military - Spanish Air Force.","CASA 212-100",1
"2778","Military - Sri Lanka Air Force","Antonov AN-32",2
"2779","Military - Sri Lanka Air Force","Hawker Siddeley HS-748-357/2B SCD",1
"2780","Military - Sri Lanka Air Force","Mil Mi-17",1
"2781","Military - Sri Lanka Air Force","Mil Mi-17 (helicopter)",1
"2782","Military - Sri Lanka Air Force","Shaanxi Y-8D",1
"2783","Military - Sri Lanka Air Force","Yunshuji Y-8D",1
"2784","Military - Sudan Air Force","Antonov 32",1
"2785","Military - Sudan Air Force","Antonov AN-24",1
"2786","Military - Sudan Air Force","Antonov AN-32",1
"2787","Military - Sudanese Air Force","Lockheed C-130H",1
"2788","Military - Taliban Militia","",1
"2789","Military - Tentara Nasional Indonesia Navy","CASA 212-MP Aviocar 200",1
"2790","Military - Thai Army","Bell UH-1N",1
"2791","Military - Turkish Air Force","CASA CN-235M-10",1
"2792","Military - Turkish Air Force","Lockheed C-130E Hercules",1
"2793","Military - Turkish Air Force","Northrop F-5A",1
"2794","Military - U. S. Air Force","Fairchild C-82 Packet",1
"2795","Military - U. S. Navy","Lockheed R-7V1",1
"2796","Military - U.S.  Air Force / Military - U.S. Navy","Douglas C-118A / Lockheed P2V-5F",1
"2797","Military - U.S. Air Force","B17G Flying Fortress",1
"2798","Military - U.S. Air Force","Boeing - EC-135K",1
"2799","Military - U.S. Air Force","Boeing - EC-135N",1
"2800","Military - U.S. Air Force","Boeing B-29",3
"2801","Military - U.S. Air Force","Boeing B-29 Superfortress",1
"2802","Military - U.S. Air Force","Boeing B-29A Superfortress",1
"2803","Military - U.S. Air Force","Boeing B-29MR",1
"2804","Military - U.S. Air Force","Boeing B-34",1
"2805","Military - U.S. Air Force","Boeing B-50",1
"2806","Military - U.S. Air Force","Boeing B-707 (E-3B)",1
"2807","Military - U.S. Air Force","Boeing B-737-T43",1
"2808","Military - U.S. Air Force","Boeing C-135A",1
"2809","Military - U.S. Air Force","Boeing C-135B",1
"2810","Military - U.S. Air Force","Boeing C-97A Stratofreighter",1
"2811","Military - U.S. Air Force","Boeing C-97C",1
"2812","Military - U.S. Air Force","Boeing EC-135N",1
"2813","Military - U.S. Air Force","Boeing KC-135",1
"2814","Military - U.S. Air Force","Boeing KC-135A",15
"2815","Military - U.S. Air Force","Boeing KC-135C",1
"2816","Military - U.S. Air Force","Boeing KC-97G Stratofreighter",1
"2817","Military - U.S. Air Force","Boeing RB-52B",1
"2818","Military - U.S. Air Force","Boeing RC-135E",1
"2819","Military - U.S. Air Force","Boeing RC-135S",1
"2820","Military - U.S. Air Force","Boeing RC-135T",1
"2821","Military - U.S. Air Force","Boeing TB-29A Super Fortress",1
"2822","Military - U.S. Air Force","Consolidated B-24H",1
"2823","Military - U.S. Air Force","Convair B-36D",1
"2824","Military - U.S. Air Force","Convair C-131D (CV-340-79)",1
"2825","Military - U.S. Air Force","Convair CV-240",1
"2826","Military - U.S. Air Force","Convair CV-340",1
"2827","Military - U.S. Air Force","Convair RB-36H",2
"2828","Military - U.S. Air Force","Curtiss-Wright C-46D-CU",1
"2829","Military - U.S. Air Force","Curtiss-Wright C46D-CU",1
"2830","Military - U.S. Air Force","Curtiss C-46D",1
"2831","Military - U.S. Air Force","de Havilland Canada C-7A Caribou",1
"2832","Military - U.S. Air Force","de Havilland Canada C-7B Caribou",1
"2833","Military - U.S. Air Force","Douglas C-118A",2
"2834","Military - U.S. Air Force","Douglas C-124A-DL",1
"2835","Military - U.S. Air Force","Douglas C-124A Globemaster",3
"2836","Military - U.S. Air Force","Douglas C-124A Globemaster II",1
"2837","Military - U.S. Air Force","Douglas C-124C",3
"2838","Military - U.S. Air Force","Douglas C-124C Globemaster",2
"2839","Military - U.S. Air Force","Douglas C-133A",1
"2840","Military - U.S. Air Force","Douglas C-47",1
"2841","Military - U.S. Air Force","Douglas C-47-DK",1
"2842","Military - U.S. Air Force","Douglas C-47-DL",1
"2843","Military - U.S. Air Force","Douglas C-47A-60-DL",1
"2844","Military - U.S. Air Force","Douglas C-47A-90-DL",1
"2845","Military - U.S. Air Force","Douglas C-47A-DL",2
"2846","Military - U.S. Air Force","Douglas C-47B",1
"2847","Military - U.S. Air Force","Douglas C-47B-DK",2
"2848","Military - U.S. Air Force","Douglas C-47D",4
"2849","Military - U.S. Air Force","Douglas C-54D",1
"2850","Military - U.S. Air Force","Douglas C-54D-DC (DC-4)",3
"2851","Military - U.S. Air Force","Douglas C-54G",1
"2852","Military - U.S. Air Force","Douglas C-54G (DC-4)",1
"2853","Military - U.S. Air Force","Douglas C54E-DO (DC-4)",1
"2854","Military - U.S. Air Force","Douglas MC-54M",1
"2855","Military - U.S. Air Force","EC-121H (Super Constellation)",2
"2856","Military - U.S. Air Force","F-88 Sabre Jet",1
"2857","Military - U.S. Air Force","Fairchild C-110F",1
"2858","Military - U.S. Air Force","Fairchild C-119C",3
"2859","Military - U.S. Air Force","Fairchild C-119C-23-FA Flying Boxcar",1
"2860","Military - U.S. Air Force","Fairchild C-123 Provider",1
"2861","Military - U.S. Air Force","Fairchild C-123B",1
"2862","Military - U.S. Air Force","Fairchild C-123C",1
"2863","Military - U.S. Air Force","Fairchild C-123K",4
"2864","Military - U.S. Air Force","Fairchild C-82",1
"2865","Military - U.S. Air Force","KB-50",1
"2866","Military - U.S. Air Force","Learjet C-21A",2
"2867","Military - U.S. Air Force","Lockheed AC-130A Hercules",4
"2868","Military - U.S. Air Force","Lockheed C-121C Super Constellation",1
"2869","Military - U.S. Air Force","Lockheed C-130A",1
"2870","Military - U.S. Air Force","Lockheed C-130A-II Hercules",1
"2871","Military - U.S. Air Force","Lockheed C-130A Hercules",5
"2872","Military - U.S. Air Force","Lockheed C-130B",2
"2873","Military - U.S. Air Force","Lockheed C-130B Hercules",2
"2874","Military - U.S. Air Force","Lockheed C-130E",3
"2875","Military - U.S. Air Force","Lockheed C-130E-I Hercules",1
"2876","Military - U.S. Air Force","Lockheed C-130E Hercules",12
"2877","Military - U.S. Air Force","Lockheed C-130H",4
"2878","Military - U.S. Air Force","Lockheed C-130H Hercules",6
"2879","Military - U.S. Air Force","Lockheed C-141A",3
"2880","Military - U.S. Air Force","Lockheed C-141A (L.300)",3
"2881","Military - U.S. Air Force","Lockheed C-141B",2
"2882","Military - U.S. Air Force","Lockheed C-5A",1
"2883","Military - U.S. Air Force","Lockheed C-5A Galaxy",1
"2884","Military - U.S. Air Force","Lockheed C130B",1
"2885","Military - U.S. Air Force","Lockheed EC-121H",1
"2886","Military - U.S. Air Force","Lockheed EC-130E Hercules",1
"2887","Military - U.S. Air Force","Lockheed EC121R",2
"2888","Military - U.S. Air Force","Lockheed HC-130H Hercules",1
"2889","Military - U.S. Air Force","Lockheed HC-130P Hercules",2
"2890","Military - U.S. Air Force","Lockheed Hercules KC-130R",1
"2891","Military - U.S. Air Force","Lockheed Hercules MC-130H",1
"2892","Military - U.S. Air Force","Lockheed L-1049H Super Constellation",1
"2893","Military - U.S. Air Force","Lockheed MC-130E-Y",1
"2894","Military - U.S. Air Force","Lockheed MC-130H Hercules",2
"2895","Military - U.S. Air Force","Lockheed WC-130H Hercules",1
"2896","Military - U.S. Air Force","North American F-100D-25NA",1
"2897","Military - U.S. Air Force","Sikorsky CH-53C (helicopter)",1
"2898","Military - U.S. Air Force / Military -  U.S. Air Force","Boeing KC-135A / Boeing KC-135A",1
"2899","Military - U.S. Air Force / Military -  U.S. Army","de Havilland C-7B / Boeing Vertol CH-47A",1
"2900","Military - U.S. Air Force / Military - U.S. Air Force","Fairchild C119G / Fairchild C119G",1
"2901","Military - U.S. Air Force / Military - U.S. Air Force","Lockheed C-141B / Lockheed C141B",1
"2902","Military - U.S. Air Force / Military U.S. Air Force","GD F-16D / Lockheed C-130E",1
"2903","Military - U.S. Air Force / U.S. Air Force","Boeing B-29 / Boeing B-29",1
"2904","Military - U.S. Air Force / U.S. Air Force","Boeing B-52 / Boeing B-52",1
"2905","Military - U.S. Air Force/Military - U.S. Air Force","Douglas C-124C / Fairchild C-119C",1
"2906","Military - U.S. Army","Bell UH-1H / Bell UH-1H / Bell UH-1H",1
"2907","Military - U.S. Army","Boeing CH47A (helicopter)",1
"2908","Military - U.S. Army","Boeing Vertol CH-47 (helicopter)",1
"2909","Military - U.S. Army","Boeing Vertol CH-47A (helicopter)",1
"2910","Military - U.S. Army","Boeing Vertol CH-47C",1
"2911","Military - U.S. Army","Boeing Vertol CH-47C (helicopter)",1
"2912","Military - U.S. Army","Boeing Vertol CH47A (helicopter)",2
"2913","Military - U.S. Army","Boeing Vertol CH47B (helicopter)",1
"2914","Military - U.S. Army","Boeing Vertol CH47C (helicopter)",1
"2915","Military - U.S. Army","CASA 212 Aviocar 200",1
"2916","Military - U.S. Army","CH-47 Chinook",1
"2917","Military - U.S. Army","Consolidated B-24 Liberator",1
"2918","Military - U.S. Army","de Havilland Canada CV-2B Caribou",1
"2919","Military - U.S. Army","de Havilland Canada DHC-7-102",1
"2920","Military - U.S. Army","de Havilland Canada U-1A Otter",1
"2921","Military - U.S. Army","Douglas C-47",1
"2922","Military - U.S. Army","Douglas C-54",1
"2923","Military - U.S. Army","MH-47 Chinook helicopter",1
"2924","Military - U.S. Army","Sikorsky UH-60A / Sikorsky UH-60A",1
"2925","Military - U.S. Army","UH-60 Black Hawk / UH-60 Black Hawk",1
"2926","Military - U.S. Army","UH-60 Blackhawk helilcopter",1
"2927","Military - U.S. Army","Wright Flyer III",1
"2928","Military - U.S. Army / Military - U.S. Army","Bell UH-1D / Bell UH1D (helicopters)",1
"2929","Military - U.S. Army / Military - U.S. Army","Bell UH-1H / Bell UH-1H (helicopter)",1
"2930","Military - U.S. Army / Military U.S. Army","Sikorsky UH-60 / Sikorsky UH-60",1
"2931","Military - U.S. Army Air Corps","",1
"2932","Military - U.S. Army Air Corps","Douglas C-47",1
"2933","Military - U.S. Army Air Force","Consolidated B-24 Liberator",1
"2934","Military - U.S. Army Air Forces","B-17C Flying Fortress",1
"2935","Military - U.S. Army Air Forces","Boeing B-17F / Boeing B-17F",1
"2936","Military - U.S. Army Air Forces","Boeing B-17G",1
"2937","Military - U.S. Army Air Forces","Boeing B17G",1
"2938","Military - U.S. Army Air Forces","Consolidated B-24",1
"2939","Military - U.S. Army Air Forces","Consolidated B24H",1
"2940","Military - U.S. Army Air Forces","Consolidated C-87",1
"2941","Military - U.S. Army Air Forces","Curtiss-Wright C-46A-CK",1
"2942","Military - U.S. Army Air Forces","Curtiss-Wright C-46D-CU",1
"2943","Military - U.S. Army Air Forces","Curtiss-Wright C-46F-CU",2
"2944","Military - U.S. Army Air Forces","Douglas C-39-DO  (DC-2)",1
"2945","Military - U.S. Army Air Forces","Douglas C-47",2
"2946","Military - U.S. Army Air Forces","Douglas C-47-DL",3
"2947","Military - U.S. Army Air Forces","Douglas C-47A",2
"2948","Military - U.S. Army Air Forces","Douglas C-47A-DK",2
"2949","Military - U.S. Army Air Forces","Douglas C-47A-DL",5
"2950","Military - U.S. Army Air Forces","Douglas C-47B",1
"2951","Military - U.S. Army Air Forces","Douglas C-47B-dK",1
"2952","Military - U.S. Army Air Forces","Douglas C-47B-DK",2
"2953","Military - U.S. Army Air Forces","Douglas C-49E",1
"2954","Military - U.S. Army Air Forces","Douglas C-53",1
"2955","Military - U.S. Army Air Forces","Douglas C-53D-DO",1
"2956","Military - U.S. Army Air Forces","Douglas C-54-DO (DC-4)",1
"2957","Military - U.S. Army Air Forces","Douglas C-54A",1
"2958","Military - U.S. Army Air Forces","Douglas C-54A-DC (DC-4)",1
"2959","Military - U.S. Army Air Forces","Douglas C-54A-DO (DC-4)",1
"2960","Military - U.S. Army Air Forces","Douglas C-54D-DC (DC-4)",2
"2961","Military - U.S. Army Air Forces","Douglas C-54E-DO (DC-4)",1
"2962","Military - U.S. Army Air Forces","Douglas C-54G",1
"2963","Military - U.S. Army Air Forces","North American B-25D bomber",1
"2964","Military - U.S. Army Air Forces","UC-64A Noorduyn Norseman",1
"2965","Military - U.S. Army Air Forces / Military - U.S. Army Air Forces","Consolidated B-24 / Consolidated B-24",1
"2966","Military - U.S. Army Air Service","Dirigible Roma (airship)",1
"2967","Military - U.S. Marine Corps","CH-53D",1
"2968","Military - U.S. Marine Corps","Chance Vought F-8E",1
"2969","Military - U.S. Marine Corps","Curtiss-Wright R5C-1",1
"2970","Military - U.S. Marine Corps","Douglas C-54P",1
"2971","Military - U.S. Marine Corps","Douglas R5D-3",1
"2972","Military - U.S. Marine Corps","Douglas R5D2",1
"2973","Military - U.S. Marine Corps","Grummand EA-6B",1
"2974","Military - U.S. Marine Corps","Lockheed KC-130F",1
"2975","Military - U.S. Marine Corps","Sikorksky CH-53 (helicopter)",1
"2976","Military - U.S. Marine Corps","Sikorsky CH-53A (helicopter)",1
"2977","Military - U.S. Marine Corps","Sikorsky CH-53D",2
"2978","Military - U.S. Marine Corps","Sikorsky CH-53D (helicopter)",1
"2979","Military - U.S. Marine Corps/Military - U.S. Marine Corps","Bell UH-1B / Sikorsky CH53A helicopters",1
